ID,Name of Business,Short Description,Address,City,State,Postcode,Phone Number,Which type of business is this?,Business Website or Other URL,Borough,Latitude,Longitude,Community Board,Council District,Census Tract,BIN,BBL,NTA
529,Confetti,"""Community events including paint parties for kids & adults, yoga and zumba""",3190 Westchester Avenue,Bronx,NY,10461,(917) 579-0867,Service,http://www.fb.com/ConfettiPartyPlace,BRONX    ,40.851301,-73.829873,10,13,300,2047431,2042380006,Pelham Bay-Country Club-City Island                                        
530,FINE & RAW chocolate,Chocolate factory and cafe,288 Seigel Street,Brooklyn,NY,11206,(718) 366-3633,Food and Beverage,http://www.fineandraw.com,BROOKLYN ,40.705563,-73.93391,1,34,485,3325962,3031010014,Bushwick South                                                             
531,Neighborhood Trainers,Personal Training,247 West 87th Street,New York,NY,10024,(646) 924-6216,Service,http://www.neighborhoodtrainer.com,MANHATTAN,40.789056,-73.975541,7,6,175,1080398,1012350042,Upper West Side                                                            
532,Suba Pharmacy,Pharmacy,2721 Broadway,New York,NY,10025,(212) 866-6700,Retail,,MANHATTAN,40.799945,-73.968158,7,6,191,1056583,1018760007,Upper West Side                                                            
533,Starbright Floral Design,"Flower Shop, Florist",140 West 26th Street,New York,NY,10001,(212) 229-1610,Retail,http://www.starbrightnyc.com,MANHATTAN,40.745318,-73.992663,4,3,91,1015025,1008010061,Hudson Yards-Chelsea-Flatiron-Union Square                                 
534,Cantaloupe Music Productions,"""Live music for all events and venues: Brazilian, jazz, tango, salsa""",157 West 79 Street,New York,NY,10024,(212) 724-2400,Other,http://www.cantaloupeproductions.com,MANHATTAN,40.782617,-73.977042,7,6,165,1031755,1012100009,Upper West Side                                                            
535,Bushwick Bark,Pet Store,175 Knickerbocker Avenue,Brooklyn,NY,11237,(718) 928-7772,Retail,http://www.bushwickbark.com/,BROOKLYN ,40.703954,-73.92738,4,34,427,3072123,3031660005,Bushwick North                                                             
536,Marjory Warren Boutique,Women's Clothing and Accessories Boutique,115 East 96th Street,New York,NY,10128,(212) 876-9777,Retail,http://marjorywarrenboutique.com,MANHATTAN,40.786216,-73.951737,11,5,15802,1051696,1016240007,East Harlem South                                                          
537,Brooklyn Bell,Ice cream shop,843 Classon Avenue,Brooklyn,NY,11238,(718) 309-2631,Food and Beverage,http://www.brooklynbell.com/,BROOKLYN ,40.671966,-73.961114,8,35,217,3029651,3011817502,Crown Heights North                                                        
538,Dr Robert M Trager DDS,"Dr Trager is the Airport Dentist, offices at JFK and LaGuardia",JFK Airport Building 14 West Wing,Jamaica,NY,11430,(718) 656-4747,Service,http://jfk-lga-dentist.com,QUEENS   ,40.648244,-73.788242,83,28,716,4000000,4142600001,Airport                                                                    
539,Rock and Roll supplies,Music shop,176 Bushwick Avenue,Brooklyn,NY,11206,(718) 384-4220,Retail,http://www.rockandrollsupplies.com/cm/,BROOKLYN ,40.709623,-73.940175,1,34,493,3344998,3030270001,Bushwick South                                                             
540,Geometry Kids,Children's Gift Shop,48 Grand Street,Brooklyn,NY,11249,(718) 388-4480,Retail,http://www.geometrykids.com,BROOKLYN ,40.715985,-73.96537,1,33,551,3062753,3023900014,North Side-South Side                                                      
541,Solid Tops Inc,"""Fabricator and installer of Corian, Avonite, Hi-Macs, Meganite, Surell, etc""",458 Baltic Street,Brooklyn,NY,11217,(718) 596-6569,Service,https://www.solidtopsinc.net/,BROOKLYN ,40.682855,-73.986753,6,33,71,3006455,3004050014,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           
542,Amerika International Inc.,"""Digital copy, printing, design, binding, FedEx, DHL, shipping etc""",228 East 45th Street,New York,NY,10017,(212) 564-1528,Service,http://www.AIEexpress.com,MANHATTAN,40.752355,-73.972266,6,4,90,1037578,1013180033,Turtle Bay-East Midtown                                                    
543,Better than Jam,"""Crafting classes, political meet up, Work studios & ""House La RUE""!""",20 Grattan Street,Brooklyn,NY,11206,(929) 295-0894,Retail,http://www.betterthanjamnyc.com,BROOKLYN ,40.705524,-73.932474,1,34,453,3407393,3031020016,Bushwick North                                                             
544,The Cobra Club,"""Coffee shop, yoga studio, children's class studio, bar""",6 Wyckoff Avenue,Brooklyn,NY,11237,(718) 418-1138,Other,http://www.cobraclubbk.com,BROOKLYN ,40.706863,-73.923341,4,34,447,3072396,3031760036,Bushwick North                                                             
545,Starr Bar,"""Bar and event space for social justice""",214 Starr Street,Brooklyn,NY,11237,(718) 821-1100,Food and Beverage,http://StarrbAr.com,BROOKLYN ,40.705145,-73.923086,4,34,447,3421700,3031990016,Bushwick North                                                             
546,The DanceSource,A  local dance school for all ages,98-11 Queens Blvd,Rego Park,NY,11374,(718) 997-1278,Service,http://www.dancesource.net/,QUEENS   ,40.728435,-73.857697,6,29,71304,4431996,4021030001,Forest Hills                                                               
547,Gowanus Nursery,Plant nursery & gardening,9 Carroll Street,Brooklyn,NY,11231,(718) 852-3116,Retail,http://www.gowanusnursery.com/,BROOKLYN ,40.683525,-74.005322,6,39,51,3004606,3003470063,Carroll Gardens-Columbia Street-Red Hook                                   
548,Winkworth,Lingerie and beautiful things,119 Columbia Street,Brooklyn,NY,11231,(718) 243-2296,Retail,https://www.facebook.com/winkworthbrooklyn/,BROOKLYN ,40.687599,-74.00145,6,39,47,3003585,3003190036,Carroll Gardens-Columbia Street-Red Hook                                   
549,Shaolin Kung Fu Training Center,"""Chinese martial arts school, that teaches Northern-style Shaolin kung fu""",109 West 27th Street,New York,NY,10001,(212) 242-7308,Other,http://www.shaolinkungfutrainingcenter.com/,MANHATTAN,40.745735,-73.991689,5,3,95,1015070,1008030029,Midtown-Midtown South                                                      
550,"Pitch and Publish, LLC",Digital Agency,736A Evergreen Avenue,Brooklyn,NY,11207,(917) 408-3865,Service,https://pitchandpublish.com,BROOKLYN ,40.686737,-73.909265,4,37,403,3079671,3034330031,Bushwick South                                                             
551,Florentine Music School,Music School,219 Park Row,New York,NY,10038,(212) 625-8338,Service,http://www.florentineschool.com,MANHATTAN,40.713325,-73.999008,3,1,27,1077406,1001170001,Chinatown                                                                  
552,Brooklyn Judo Academy,Brooklyn Judo Academy,300 Seventh Street,Brooklyn,NY,11215,(917) 553-4777,Service,http://www.Brooklynjudoacademy.com,BROOKLYN ,40.670822,-73.986219,6,39,137,3021852,3009980029,Park Slope-Gowanus                                                         
553,Radix Media,"New York City's only worker-owned, union print shop.",522 Bergen Street,Brooklyn,NY,11217,(718) 781-5947,Service,http://radixmedia.org,BROOKLYN ,40.680412,-73.973006,8,35,161,3028045,3011430032,Prospect Heights                                                           
554,Peace and Riot,Gift and Home Decor,401-403 Tompkins Avenue,Brooklyn,NY,11216,(347) 663-6100,Retail,http://www.peaceandriot.com,BROOKLYN ,40.683781,-73.943987,3,36,267,3052414,3018350007,Bedford                                                                    
555,Ecstasy Limousine Service,Limousine service for Weddings and special events,91-20 101st Avenue,Ozone Park,NY,11416,(347) 633-0175,Service,http://www.ecstasylimo.com,QUEENS   ,40.683361,-73.849162,9,32,4001,4189182,4090980007,Woodhaven                                                                  
556,Empower Me LLC,Immigration services,1501 Broadway,New York,NY,10036,(212) 658-0095,Service,http://www.empowermeny.com,MANHATTAN,40.757103,-73.986193,5,3,119,1024706,1010150029,Midtown-Midtown South                                                      
557,Lydig Medical Group,Doctor office,787 Lydig Avenue,Bronx,NY,10475,(718) 863-7774,Service,,BRONX    ,40.854443,-73.864343,11,13,228,2049419,2043210001,Pelham Parkway                                                             
558,just Bulbs - The Light Bulb Store,"""All kinds of light bulbs""",222 East 58 Street,New York,NY,10022,(212) 888-5707,Retail,http://www.justbulbsnyc.com,MANHATTAN,40.760601,-73.966292,6,4,108,1076272,1013317502,Turtle Bay-East Midtown                                                    
559,"Remedy Massage Therapy, PC",Massage Therapy Studio,107 West 82nd Street New York,New York,NY,10024,(917) 558-0228,Service,http://www.remedymassage.com,MANHATTAN,40.78414,-73.9746,7,6,169,1081465,1012137504,Upper West Side                                                            
560,Newyorktitlan,Mexican food,1525 Gates Avenue,Brooklyn,NY,11237,(347) 715-5387,Food and Beverage,https://www.facebook.com/tacoteria/,BROOKLYN ,40.698962,-73.912776,4,37,439,3076358,3033360022,Bushwick North                                                             
561,Foxy Salon,Boutique Hair Salon,331 Graham Avenue,Brooklyn,NY,11211,(718) 388-4740,Service,http://www.foxysalonnyc.com,BROOKLYN ,40.714272,-73.944355,1,34,497,3068872,3027640023,East Williamsburg                                                          
562,The Marine Park Deli,Deli,3509 Avenue S,Brooklyn,NY,11234,,Food and Beverage,,BROOKLYN ,40.609374,-73.931938,18,46,658,3240110,3085020107,Georgetown-Marine Park-Bergen Beach-Mill Basin                             
563,Pink Olive 5th Ave,Gift / Stationery Boutique,167 Fifth Avenue,Brooklyn,NY,11217,(718) 398-2016,Retail,http://www.pinkolive.com,BROOKLYN ,40.677501,-73.97971,6,39,131,3019589,3009500008,Park Slope-Gowanus                                                         
564,Pink Olive Charles St,Gift / Stationery Boutique,30 Charles Street,New York,NY,10014,(212) 691-1728,Retail,http://www.pinkolive.com,MANHATTAN,40.735102,-74.001685,2,3,73,1010830,1006110022,West Village                                                               
565,Pink Olive Bedford Ave,Gift / Stationery Boutique,370 Bedford Avenue,Brooklyn,NY,11211,(718) 576-3915,Retail,http://www.pinkolive.com,BROOKLYN ,40.711672,-73.9631,1,34,549,3063430,3024430026,North Side-South Side                                                      
566,Pink Olive E9th St,Gift / Stationery Boutique,439 East 9th Street,New York,NY,10009,(212) 780-0036,Retail,http://www.pinkolive.com,MANHATTAN,40.727578,-73.983396,3,2,34,1005914,1004370033,East Village                                                               
567,Rococo Design Inc,Home Furnishings Boutique,145 Front Street,Brooklyn,NY,11201,,Retail,http://www.rococodesign.com,BROOKLYN ,40.702455,-73.98737,2,33,21,3000090,3000400001,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           
568,Alperts Newspaper Delivery,Newspaper delivery,5 Great Jones Street,New York,NY,10012,(212) 473-8118,Service,http://alpertsnews.com,MANHATTAN,40.727485,-73.994051,2,1,5502,1008473,1005300010,West Village                                                               
569,The Food Sermon Kitchen,Caribbean Restaurant,355 Rogers Avenue,Brooklyn,NY,11225,(718) 484-7555,Food and Beverage,https://www.thefoodsermon.com/,BROOKLYN ,40.664668,-73.953761,9,35,321,3034429,3013050001,Crown Heights South                                                        
570,Denton Cleaning,Professional cleaning services - residential/commercial,147 Prince Street,Brooklyn,NY,11201,(718) 333-1181,Service,https://www.dentoncleaning.com,BROOKLYN ,40.692648,-73.982532,2,35,15,3058261,3020620006,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           
571,Avalon Chemist,Pharmacy,7 Second Ave,New York,NY,10003,,Retail,http://www.avalonchemists.com/,MANHATTAN,40.723944,-73.991082,3,2,3602,1079804,1004560029,East Village                                                               
572,SB Building Solutions LLC,Facility Support in HVAC & Electrical Service,147 Prince Street,Brooklyn,NY,11201,(212) 882-1056,Service,http://www.SBBuildingsolutions.com,BROOKLYN ,40.692648,-73.982532,2,35,15,3058261,3020620006,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           
573,One East Ace Deli,Deli,1 E 28th St,New York,NY,10016,(212) 725-0645,Food and Beverage,,MANHATTAN,40.744587,-73.987051,5,4,74,1080771,1008580001,Midtown-Midtown South                                                      
574,Nitehawk Cinema,"""NY's premier dine-in theater pairing films w/tableside food and beverage service""",136 Metropolitan Avenue,Brooklyn,NY,11249,(718) 782-8370,Other,http://www.nitehawkcinema.com,BROOKLYN ,40.716229,-73.962459,1,34,555,3062437,3023647501,North Side-South Side                                                      
575,Little Cupcake Bakeshop - Vanderbilt,Traditional American Desserts,598 Vanderbilt Avenue,Brooklyn,NY,11238,,Food and Beverage,http://www.littlecupcakebakeshop.com/,BROOKLYN ,40.678416,-73.968602,8,35,163,3028426,3011510044,Prospect Heights                                                           
576,SpaHa Soul,"""Easygoing soul-food w/art-filled walls, vegetarian options & Sunday brunch""",2294 2nd Avenue,New York,NY,10035,(347) 463-7387,Food and Beverage,http://spahasoul.com,MANHATTAN,40.798112,-73.936953,11,8,188,1052993,1016890050,East Harlem North                                                          
577,Academy Records and CDs,Record store,12 West 18th Street,New York,NY,10011,(212) 242-3000,Retail,http://www.academy-records.com/,MANHATTAN,40.738802,-73.992519,5,3,54,1015429,1008197501,Hudson Yards-Chelsea-Flatiron-Union Square                                 
578,Tito Rad's,Filipino Restaurant,49-10 Queens Blvd,Woodside,NY,11377,(718) 205-7299,Food and Beverage,http://www.titorads.com/,QUEENS   ,40.742798,-73.915631,2,26,235,4052834,4022820026,Hunters Point-Sunnyside-West Maspeth                                       
579,WOOF! UP,Dog Walking Services,529 E 81st Street,New York,NY,10028,(646) 309-7436,Service,http://woofup.me,MANHATTAN,40.772367,-73.948646,8,5,136,1078720,1015780017,Yorkville                                                                  
